   483	2-12-FULL-37-11 sp001776865
   484	2-12-FULL-37-12 sp001769655
   485	2-12-FULL-37-14 sp001804735
   486	2-12-FULL-37-34 sp001801485
   487	2-12-FULL-37-34 sp001801495
   488	2-12-FULL-37-7b sp001788095
   489	2-12-FULL-38-22 sp001820055
   490	2-12-FULL-39-13 sp001824485
   491	2-12-FULL-40-10 sp001784725
   492	2-12-FULL-40-12 sp001823315
   493	2-12-FULL-40-28 sp001798135
   494	2-12-FULL-41-12 sp001790445
   495	2-12-FULL-41-13 sp001821615
   496	2-12-FULL-41-16 sp001782805
   497	2-12-FULL-41-17 sp001774945
   498	2-12-FULL-41-20 sp001801575
   499	2-12-FULL-42-10 sp001801625
   500	2-12-FULL-42-15 sp001797285
   501	2-12-FULL-43-11 sp001817805
   502	2-12-FULL-43-12 sp001783065
   503	2-12-FULL-43-12 sp016207245
   504	2-12-FULL-43-12 sp016214105
   505	2-12-FULL-43-28 sp001801635
   506	2-12-FULL-44-17 sp001804285
   507	2-12-FULL-44-25 sp001816455
   508	2-12-FULL-45-10 sp001777995
   509	2-12-FULL-45-10 sp002773575
   510	2-12-FULL-45-12 sp001801665
   511	2-12-FULL-45-22 sp001803565
   512	2-12-FULL-48-17 sp001818775
   513	2-12-FULL-49-11 sp001794905
   514	2-12-FULL-50-11-A sp001804315
   515	2-12-FULL-50-11 sp001774395
   516	2-12-FULL-52-36 sp001828545
   517	2-12-FULL-52-36 sp016209685
   518	2-12-FULL-53-21 sp001775255
   519	2-12-FULL-53-21 sp902826595
   520	2-12-FULL-54-10 sp001767075
   521	2-12-FULL-55-11 sp001787585
   522	2-12-FULL-55-11 sp001788925
   523	2-12-FULL-55-11 sp007376635
   524	2-12-FULL-55-11 sp016866875
   525	2-12-FULL-57-11 sp001791115
   526	2-12-FULL-57-22 sp001798455
   527	2-12-FULL-57-22 sp016180805
   528	2-12-FULL-57-22 sp016183075
   529	2-12-FULL-57-22 sp016193385
   530	2-12-FULL-60-19 sp001798595
   531	2-12-FULL-60-25 sp001791275
   532	2-12-FULL-60-25 sp003576745
   533	2-12-FULL-60-25 sp014728655
   534	2-12-FULL-60-25 sp018499985
   535	2-12-FULL-62-27 sp001784175
   536	2-12-FULL-64-23 sp001770575
   537	2-12-FULL-64-23 sp004298385
   538	2-12-FULL-64-23 sp007280315
   539	2-12-FULL-64-23 sp012274205
   540	2-12-FULL-64-23 sp014860355
   541	2-12-FULL-64-23 sp014860395
   542	2-12-FULL-64-23 sp014860445
   543	2-12-FULL-64-23 sp016234705
   544	2-12-FULL-64-23 sp016649475
   545	2-12-FULL-64-23 sp017880745
   546	2-12-FULL-65-11 sp001767495
   547	2-12-FULL-66-21 sp001767455
   548	2-12-FULL-67-15 sp001830475
   549	2-12-FULL-67-15 sp009693905
   550	2-12-FULL-67-15 sp016872535
   551	2-12-FULL-68-20 sp001770655
   552	2-12-FULL-69-37 sp001790955
   553	2-12-FULL-69-37 sp016184445
   554	2-12-FULL-69-37 sp016192135
   555	21-64-14 sp002255365
   556	26B sp016894345
   557	28-57-27 sp002281735
   558	28-57-27 sp006212015
   559	28-YEA-48 sp001898965
   560	28-YEA-48 sp900104955
   561	28-YEA-48 sp900299065
   562	28-YEA-48 sp903825465
   563	28-YEA-48 sp903847605
   564	28-YEA-48 sp903851305
   565	28-YEA-48 sp903861645
   566	28-YEA-48 sp903884435
   567	28-YEA-48 sp903885755
   568	28-YEA-48 sp903889985
   569	28-YEA-48 sp903897875
   570	28-YEA-48 sp903902915
   571	28-YEA-48 sp903903935
